year,reach,lives_saved,benefits_usd,benefits_op
2010,NA,NA,NA,NA
2011,NA,NA,NA,NA
2012,2500000,344.48134984818483,492374.7702053005,34448479.46961318
2013,NA,NA,NA,NA
