effect_on_profit_odisha,effect_on_profit_oaf,effect_on_profit_india,baseline_profit_odisha,baseline_profit_oaf,pct_increase_odisha,pct_increase_india,pct_increase_oaf
4.41,0.64,5,104.12,293.1,1.0423549750288128,1.04802151363811,1.0021835551006482
